Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,C (all),FV,RH,RL,RM,Grvl,Pave,Grvl,Pave,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,Flat,Gable,Gambrel,Hip,Mansard,Shed,ClyTile,CompShg,Membran,Metal,Roll,Tar&Grv,WdShake,WdShngl,AsbShng,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,AsbShng,AsphShn,Brk Cmn,BrkFace,CBlock,CmentBd,HdBoard,ImStucc,MetalSd,Other,Plywood,Stone,Stucco,VinylSd,Wd Sdng,Wd Shng,BrkCmn,BrkFace,None,Stone,BrkTil,CBlock,PConc,Slab,Stone,Wood,Floor,GasA,GasW,Grav,OthW,Wall,FuseA,FuseF,FuseP,Mix,SBrkr,Gar2,Othr,Shed,TenC,SalePrice
258,20,68,8814,1,1,1,1,1,3,3,1,1,7,5,2006,2006,180,4,3,4,3,1,6,1334,1,0,270,1604,5,2,1604,0,0,1604,1,0,2,1,3,1,4,8,8,1,4,5,2006,2,2,660,3,3,3,123,110,0,0,0,0,0,0,0,3,2009,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,220000
259,60,80,12435,1,1,1,1,1,3,3,1,4,7,5,2001,2001,172,4,3,4,3,1,6,361,1,0,602,963,5,2,963,829,0,1792,0,0,2,1,3,1,4,7,8,1,3,5,2001,2,2,564,3,3,3,0,96,0,245,0,0,0,0,0,5,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,231500
260,20,70,12702,1,1,1,1,1,3,3,1,1,5,5,1956,1956,0,3,3,0,0,0,0,0,0,0,0,0,4,2,882,0,0,882,0,0,1,0,2,1,3,4,8,0,0,1,1956,1,1,308,3,3,3,0,45,0,0,0,0,0,0,0,12,2008,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,97000
261,80,120,19296,1,1,1,2,1,1,3,1,8,6,5,1962,1962,399,3,3,3,3,4,3,672,5,690,0,1362,3,2,1382,0,0,1382,1,0,1,0,3,1,3,6,8,1,3,5,1991,1,2,884,3,3,3,0,0,252,0,0,0,0,2,0,5,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,176000
262,60,69,9588,2,1,1,1,1,3,3,1,4,8,5,2007,2007,270,4,3,5,3,1,1,0,1,0,1482,1482,5,2,1482,1092,0,2574,0,0,2,1,3,1,5,10,8,1,4,3,2007,3,3,868,3,3,3,0,148,0,0,0,0,0,0,0,11,2007,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,276000
263,80,88,8471,2,1,1,2,1,3,3,1,8,6,7,1977,1995,46,3,3,4,4,3,5,506,1,0,0,506,3,2,1212,0,0,1212,1,0,1,0,3,1,3,6,8,1,3,5,1978,1,2,492,3,3,3,292,12,0,0,0,0,0,2,0,7,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,151000
264,50,50,5500,1,1,1,2,1,3,3,1,2,5,7,1929,2001,0,3,3,3,3,1,2,234,5,692,0,926,3,2,926,0,390,1316,1,0,1,0,3,1,3,6,8,0,0,1,1974,1,2,484,3,3,3,0,0,0,0,0,0,0,0,0,4,2010,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,130000
265,30,30,5232,4,2,1,1,1,1,3,1,1,5,5,1925,2004,0,3,3,2,3,1,1,0,1,0,680,680,4,1,764,0,0,764,0,0,1,0,2,1,3,4,8,0,0,1,1965,1,2,504,3,3,1,0,0,0,0,0,0,0,0,0,6,2008,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,73000
266,20,78,12090,2,1,1,1,1,3,3,1,1,6,6,1981,1981,210,3,4,4,3,1,6,588,2,228,606,1422,3,2,1422,0,0,1422,0,0,2,0,3,1,4,7,8,1,3,5,1981,3,2,576,3,3,3,276,0,0,0,0,0,0,4,0,6,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,175500
267,60,70,11207,2,3,1,4,1,3,3,1,4,6,5,1997,1997,0,3,3,4,3,3,6,714,1,0,88,802,4,2,802,709,0,1511,1,0,2,1,3,1,3,8,8,1,3,5,1997,3,2,413,3,3,3,95,75,0,0,0,0,0,0,0,6,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,185000
268,75,60,8400,1,2,1,1,2,3,3,1,5,5,8,1939,1997,0,3,3,3,3,1,2,378,1,0,342,720,5,2,1052,720,420,2192,0,0,2,1,4,1,4,8,8,1,4,1,1939,1,1,240,3,3,3,262,24,0,0,0,0,0,0,0,7,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,179500
269,30,71,6900,1,1,1,1,1,3,3,1,1,5,6,1940,1955,0,3,3,3,3,1,5,403,3,125,212,740,5,2,778,0,0,778,0,0,1,0,2,1,3,4,8,1,4,1,1966,3,1,924,5,5,3,0,25,0,0,0,0,0,0,0,2,2008,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,120500
270,20,0,7917,2,1,1,2,1,3,3,1,1,6,7,1976,1976,174,3,4,3,4,1,4,751,1,0,392,1143,3,2,1113,0,0,1113,1,0,1,1,3,1,3,6,8,1,2,5,1987,2,1,504,3,4,3,370,30,0,0,0,0,0,4,0,5,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,148000
271,60,84,10728,1,1,1,1,1,3,3,1,4,8,5,2006,2006,0,4,3,4,3,2,1,0,1,0,1095,1095,4,2,1095,844,0,1939,0,0,2,1,3,1,4,8,8,1,4,5,2006,2,3,1053,3,3,3,192,51,0,0,0,0,0,0,0,8,2006,4,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,266000
272,20,73,39104,2,4,1,3,3,3,3,1,1,7,7,1954,2005,0,3,3,4,3,4,2,226,6,1063,96,1385,5,2,1363,0,0,1363,1,0,1,0,2,1,3,5,5,2,3,5,1954,1,2,439,3,3,3,81,0,0,0,0,0,0,0,0,4,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,241500
273,60,92,11764,2,1,1,3,1,3,3,1,4,8,7,1999,2007,348,4,3,4,3,1,6,524,1,0,628,1152,5,2,1164,1106,0,2270,0,0,2,1,4,1,4,9,8,1,4,5,1999,3,3,671,3,3,3,132,57,0,0,0,0,0,0,0,4,2010,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,290000
274,20,80,9600,1,1,1,1,1,2,3,1,1,6,6,1958,1988,183,3,3,3,3,1,3,620,2,620,0,1240,4,2,1632,0,0,1632,1,0,2,0,3,1,3,6,7,1,4,5,1958,2,1,338,3,3,3,289,0,0,0,0,0,0,3,0,4,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,139000
275,20,76,8314,1,1,1,2,1,3,3,1,1,5,7,1982,1982,0,3,3,3,3,4,5,546,1,0,270,816,3,2,816,0,0,816,0,0,1,0,2,1,3,5,8,0,0,5,1982,1,1,264,3,3,3,168,0,0,0,0,0,0,0,0,6,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,124500
276,50,55,7264,1,1,1,1,1,3,3,1,2,7,7,1925,2007,0,4,4,3,3,1,1,0,1,0,952,952,4,1,952,596,0,1548,0,0,2,1,3,1,5,5,8,0,0,1,1978,1,2,672,3,3,3,74,0,0,0,144,0,0,0,0,10,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,205000
277,20,129,9196,2,1,1,1,1,3,3,1,1,7,5,2003,2003,0,4,3,5,3,1,1,0,1,0,1560,1560,5,2,1560,0,0,1560,0,0,2,0,3,1,4,7,8,0,0,5,2003,3,2,573,3,3,3,100,150,0,0,0,0,0,0,0,4,2010,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,201000
278,20,140,19138,1,1,1,2,1,3,3,1,1,4,5,1951,1951,0,3,3,3,3,1,2,120,1,0,744,864,5,2,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0,1,1951,1,2,400,3,3,3,0,0,0,0,0,0,0,0,0,6,2010,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,141000
279,20,107,14450,1,1,1,1,1,3,3,1,1,9,5,2006,2007,315,5,3,5,3,4,1,0,1,0,2121,2121,5,2,2121,0,0,2121,0,0,2,1,3,1,5,8,8,1,5,5,2007,3,3,732,3,3,3,124,98,0,0,142,0,0,0,0,5,2007,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,415298
280,60,83,10005,1,1,1,1,1,3,3,1,4,7,5,1977,1977,299,3,3,4,3,1,4,392,1,0,768,1160,5,2,1156,866,0,2022,0,0,2,1,4,1,3,8,8,1,3,5,1977,3,2,505,3,3,3,288,117,0,0,0,0,0,0,0,3,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,192000
281,60,82,11287,1,1,1,1,1,3,3,1,4,7,6,1989,1989,340,4,3,4,3,3,6,421,1,0,386,807,4,2,1175,807,0,1982,0,0,2,1,3,1,4,7,8,1,3,5,1989,3,2,575,3,3,3,0,84,0,196,0,0,0,0,0,1,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,228500
282,20,60,7200,1,1,1,1,1,3,3,1,1,6,5,2006,2006,68,4,3,4,3,1,6,905,1,0,357,1262,4,2,1262,0,0,1262,0,0,2,0,2,1,4,5,8,0,0,5,2006,3,2,572,3,3,3,0,120,0,0,0,0,0,0,0,5,2006,4,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,185000
283,120,34,5063,1,1,1,1,1,3,3,5,1,7,5,2007,2008,166,4,3,4,3,1,6,904,1,0,410,1314,5,2,1314,0,0,1314,1,0,2,0,2,1,4,6,8,1,4,5,2008,2,2,626,3,3,3,172,62,0,0,0,0,0,0,0,4,2009,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,207500
284,20,74,9612,1,1,1,1,1,2,3,1,1,8,5,2008,2009,72,4,3,4,3,1,1,0,1,0,1468,1468,5,2,1468,0,0,1468,0,0,2,0,3,1,4,6,8,1,4,5,2008,3,3,898,3,3,3,210,150,0,0,0,0,0,0,0,12,2009,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,244600
285,120,50,8012,1,1,1,1,1,3,3,4,1,6,5,1992,1992,0,4,3,4,3,1,6,430,1,0,1145,1575,4,2,1575,0,0,1575,1,0,2,0,2,1,4,5,8,0,0,5,1992,2,2,529,3,3,3,0,0,52,0,0,0,0,0,0,7,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,179200
286,160,35,4251,2,1,1,1,1,3,3,4,4,7,5,2006,2007,0,4,3,4,3,1,1,0,1,0,625,625,5,2,625,625,0,1250,0,0,2,1,2,1,4,5,8,0,0,1,2006,2,2,528,3,3,3,0,54,0,0,0,0,0,0,0,6,2007,4,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,164700
287,50,77,9786,2,2,1,1,1,3,3,1,2,6,7,1962,1981,0,3,3,3,3,1,3,600,1,0,312,912,3,2,1085,649,0,1734,0,0,1,1,3,1,4,7,8,1,4,5,1962,2,2,440,3,3,3,0,0,0,0,128,0,0,4,0,6,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,159000
288,20,0,8125,2,1,1,2,1,3,3,1,1,4,4,1971,1971,0,3,3,3,3,1,4,614,1,0,244,858,3,2,858,0,0,858,0,0,1,0,3,1,3,5,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,88000
289,20,0,9819,2,1,1,1,1,3,3,1,1,5,5,1967,1967,31,3,4,3,3,1,4,450,1,0,432,882,3,2,900,0,0,900,0,0,1,0,3,1,3,5,8,0,0,1,1970,1,1,280,3,3,3,0,0,0,0,0,0,0,3,0,2,2010,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,122000
290,70,60,8730,1,1,1,1,1,5,3,1,4,6,7,1915,2003,0,3,3,3,3,1,1,0,1,0,698,698,5,2,698,698,0,1396,0,0,1,0,3,1,3,7,8,0,0,1,2003,1,1,384,3,3,3,0,0,0,0,259,0,0,0,0,7,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,153575
291,60,120,15611,1,1,1,1,1,3,3,1,4,8,5,2006,2006,0,4,3,4,3,3,1,0,1,0,1079,1079,5,2,1079,840,0,1919,0,0,2,1,3,1,4,8,8,1,4,5,2006,2,2,685,4,3,3,0,51,0,0,0,0,0,0,0,7,2006,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,233230
292,190,55,5687,1,2,1,1,1,3,3,2,4,5,6,1912,2000,0,3,2,3,2,1,3,210,1,0,570,780,5,1,936,780,0,1716,1,0,2,0,6,1,2,9,8,0,0,0,0,0,0,0,0,0,1,0,184,0,0,0,0,0,0,0,3,2008,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,135900
293,50,60,11409,1,1,1,1,1,3,3,1,2,5,4,1949,2008,0,3,3,3,3,1,2,292,1,0,476,768,4,2,1148,568,0,1716,0,0,1,1,3,1,3,8,6,1,4,5,1949,1,1,281,3,3,3,0,0,0,0,160,0,0,0,0,1,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,131000
