Id,MSSubClass,A,LotFrontage,LotArea,Grvl,Grvl,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Flat,ClyTile,Exterior1st,Exterior2nd,BrkCmn,MasVnrArea,ExterQual,ExterCond,BrkTil,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Floor,HeatingQC,CentralAir,SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,None,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TenC
385,60,0,NA,53107,0,0,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,0,0,HdBoard,HdBoard,0,0,Gd,TA,0,Gd,TA,Av,GLQ,985,Unf,0,595,1580,0,Ex,Y,1,1079,874,0,1953,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992,Fin,2,501,TA,TA,Y,216,231,0,0,0,0,NA,NA,0,0,6,2007,WD,Normal,240000,0
386,120,0,43,3182,0,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,0,0,VinylSd,VinylSd,0,16,Gd,TA,0,Gd,TA,No,GLQ,24,Unf,0,1232,1256,0,Ex,Y,1,1269,0,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004,Fin,2,430,TA,TA,Y,146,20,0,0,144,0,NA,NA,0,0,4,2010,WD,Normal,192000,0
387,50,0,58,8410,0,0,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,0,0,Wd Sdng,VinylSd,0,0,TA,Fa,0,TA,TA,No,Unf,0,Unf,0,658,658,0,TA,Y,1,658,526,0,1184,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,151,0,0,0,0,NA,NA,0,0,5,2006,WD,AdjLand,81000,0
388,80,0,72,7200,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,0,0,MetalSd,MetalSd,0,255,TA,TA,0,TA,TA,Av,ALQ,631,Unf,0,410,1041,0,Ex,Y,1,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977,Unf,1,352,TA,TA,Y,296,0,0,0,0,0,NA,GdWo,0,0,10,2009,WD,Abnorml,125000,0
389,20,0,93,9382,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,0,0,VinylSd,VinylSd,0,125,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,1468,1468,0,Ex,Y,1,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,NA,NA,0,0,7,2008,WD,Normal,191000,0
390,60,0,96,12474,0,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,0,0,VinylSd,VinylSd,0,272,Ex,TA,0,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,0,Ex,Y,1,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,NA,NA,0,0,8,2008,New,Partial,426000,0
391,50,0,50,8405,0,1,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,Gd,No,Rec,241,BLQ,391,229,861,0,Ex,Y,1,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1978,Unf,1,384,TA,TA,Y,0,130,112,0,0,0,NA,MnPrv,0,0,4,2008,WD,Normal,119000,0
392,60,0,71,12209,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Ex,TA,No,ALQ,690,Unf,0,114,804,0,Ex,Y,1,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,NA,NA,0,0,6,2009,WD,Normal,215000,0
393,20,0,NA,8339,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,0,0,MetalSd,MetalSd,0,0,TA,TA,0,NA,NA,NA,NA,0,NA,0,0,0,0,TA,Y,1,882,0,0,882,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1959,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,0,1200,7,2007,WD,Normal,106500,0
394,30,0,NA,7446,0,0,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,0,0,WdShing,Wd Shng,0,0,TA,TA,0,TA,TA,No,Rec,266,Unf,0,522,788,0,TA,Y,0,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,GdWo,0,0,4,2006,WD,Abnorml,100000,0
395,50,0,60,10134,0,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,735,735,0,Gd,Y,0,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1940,Unf,1,240,TA,TA,Y,0,39,0,0,0,0,NA,NA,0,0,7,2007,WD,Normal,109000,0
396,20,0,68,9571,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,TA,TA,Av,BLQ,739,Unf,0,405,1144,0,TA,Y,1,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1956,Unf,1,596,TA,TA,Y,44,0,0,0,0,0,NA,NA,0,0,6,2010,WD,Normal,129000,0
397,20,0,60,7200,0,0,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,Av,Rec,777,Unf,0,117,894,0,TA,Y,1,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1985,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,NA,NA,0,0,9,2009,WD,Normal,123000,0
398,60,0,69,7590,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,0,0,VinylSd,VinylSd,0,288,TA,TA,0,TA,TA,No,ALQ,540,Unf,0,324,864,0,TA,Y,1,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962,RFn,1,264,TA,TA,Y,0,168,0,0,0,0,NA,NA,0,0,7,2007,WD,Normal,169500,0
399,30,0,60,8967,0,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,0,0,MetalSd,MetalSd,0,0,TA,Fa,1,Fa,Po,No,Unf,0,Unf,0,961,961,0,Gd,Y,0,1077,0,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,NA,Detchd,1920,Unf,1,338,Po,Po,N,0,0,0,0,0,0,NA,NA,0,0,11,2007,WD,Abnorml,67000,0
400,60,0,65,8125,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,0,0,CemntBd,CmentBd,0,100,Gd,TA,0,Gd,TA,No,GLQ,812,Unf,0,280,1092,0,Ex,Y,1,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,438,TA,TA,Y,0,168,0,0,0,0,NA,NA,0,0,10,2009,WD,Normal,241000,0
401,120,0,38,14963,0,0,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,0,0,BrkFace,BrkFace,0,0,Gd,TA,0,Gd,TA,No,GLQ,786,Unf,0,474,1260,0,Ex,Y,1,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996,Fin,2,500,TA,TA,Y,120,30,0,0,224,0,NA,NA,0,0,12,2008,WD,Normal,245500,0
402,20,0,65,8767,0,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,0,Ex,Y,1,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,7,2006,New,Partial,164990,0
403,30,0,60,10200,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,672,672,0,Ex,Y,1,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1940,Unf,1,240,TA,TA,N,168,0,0,0,0,0,NA,GdPrv,0,0,8,2008,WD,Normal,108000,0
404,60,0,93,12090,0,0,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,0,0,VinylSd,VinylSd,0,650,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,1141,1141,0,Gd,Y,1,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,NA,NA,0,0,7,2006,WD,Abnorml,258000,0
405,60,0,NA,10364,0,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,0,0,MetalSd,MetalSd,0,0,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,806,806,0,Gd,Y,1,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,373,TA,TA,Y,0,40,0,0,0,0,NA,NA,0,0,5,2007,WD,Normal,168000,0
406,20,0,NA,9991,0,0,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,0,0,Plywood,Plywood,0,0,TA,TA,0,TA,TA,No,BLQ,1116,Unf,0,165,1281,0,Ex,Y,1,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993,Unf,2,490,TA,TA,Y,120,78,0,0,0,0,NA,GdWo,0,0,6,2009,WD,Normal,150000,0
407,50,0,51,10480,0,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,TA,No,Unf,0,Unf,0,1064,1064,0,Ex,Y,0,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,NA,Detchd,1936,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,3,2008,WD,Normal,115000,0
408,70,0,63,15576,0,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,0,0,Wd Sdng,Plywood,0,0,TA,TA,1,Gd,TA,No,Unf,0,Unf,0,840,840,0,Ex,Y,1,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,1960,Unf,1,308,TA,TA,Y,0,0,160,0,0,0,NA,NA,0,0,3,2008,WD,Normal,177000,0
409,60,0,109,14154,0,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,0,0,VinylSd,VinylSd,0,350,Gd,TA,0,Ex,Gd,No,Unf,0,Unf,0,1063,1063,0,Ex,Y,1,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,3,947,TA,TA,Y,192,62,0,0,0,0,NA,NA,0,0,8,2007,New,Partial,280000,0
410,60,0,85,10800,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,0,0,VinylSd,VinylSd,0,100,Gd,TA,0,Ex,TA,No,GLQ,789,Unf,0,245,1034,0,Ex,Y,1,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,NA,NA,0,0,4,2008,New,Partial,339750,0
411,20,0,68,9571,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,0,0,BrkComm,Brk Cmn,0,0,TA,Fa,0,TA,Fa,No,Unf,0,Unf,0,1276,1276,0,TA,Y,0,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,Attchd,1958,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2009,COD,Abnorml,60000,0
412,190,0,100,34650,0,0,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,TA,TA,Mn,Rec,1056,Unf,0,0,1056,0,TA,N,1,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1955,Fin,2,572,TA,TA,Y,264,0,0,0,0,0,NA,NA,0,0,1,2006,WD,Normal,145000,0
413,20,0,NA,4403,0,0,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,0,0,MetalSd,MetalSd,0,432,Ex,TA,0,Ex,TA,Av,GLQ,578,Unf,0,892,1470,0,Ex,Y,1,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009,Fin,2,484,TA,TA,Y,0,144,0,0,0,0,NA,NA,0,0,6,2010,New,Partial,222000,0
414,30,0,56,8960,0,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,0,0,WdShing,Wd Shng,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,1008,1008,0,Gd,Y,0,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927,Unf,2,360,TA,TA,Y,0,0,130,0,0,0,NA,NA,0,0,3,2010,WD,Normal,115000,0
415,60,0,59,11228,0,0,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,No,BLQ,50,GLQ,531,499,1080,0,Ex,Y,1,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,Unf,3,678,TA,TA,Y,196,187,0,0,0,0,NA,NA,0,0,12,2008,WD,Normal,228000,0
416,20,0,73,8899,0,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,0,Ex,Y,1,1340,0,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2007,Fin,2,396,TA,TA,Y,100,30,0,0,0,0,NA,NA,0,0,8,2007,New,Partial,181134,0
417,60,0,74,7844,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,0,0,HdBoard,HdBoard,0,203,TA,TA,0,TA,TA,No,ALQ,209,Unf,0,463,672,0,TA,Y,1,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,3,2006,WD,Normal,149500,0
418,70,0,86,22420,0,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,0,0,Wd Sdng,Stucco,0,0,TA,TA,1,Gd,TA,No,BLQ,1128,Unf,0,242,1370,0,TA,N,0,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918,Unf,3,864,TA,TA,N,0,0,0,0,0,0,NA,NA,0,0,11,2007,WD,Normal,239000,0
419,50,0,60,8160,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,TA,No,ALQ,312,Unf,0,444,756,0,Fa,N,0,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1940,Unf,1,240,TA,TA,P,0,0,0,0,0,0,NA,NA,0,0,4,2007,WD,AdjLand,126000,0
420,20,0,65,8450,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,0,0,VinylSd,VinylSd,0,0,TA,TA,0,TA,TA,No,BLQ,775,Unf,0,281,1056,0,Ex,Y,1,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,Unf,1,304,TA,TA,Y,0,85,184,0,0,0,NA,NA,0,0,7,2010,WD,Normal,142000,0
421,90,0,78,7060,0,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,0,0,VinylSd,VinylSd,0,200,TA,Gd,0,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,0,Ex,Y,1,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,NA,Attchd,1997,Fin,4,784,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,11,2008,WD,Alloca,206300,0
422,20,0,NA,16635,0,0,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,0,0,CemntBd,CmentBd,0,126,Gd,TA,0,Gd,TA,No,ALQ,1246,Unf,0,356,1602,0,Gd,Y,1,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977,Fin,2,529,TA,TA,Y,240,0,0,0,0,0,NA,NA,0,0,6,2009,WD,Normal,215000,0
423,20,0,100,21750,0,0,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,0,0,HdBoard,HdBoard,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,988,988,0,Ex,Y,0,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1954,RFn,2,520,TA,TA,N,0,0,0,0,0,0,NA,NA,0,0,2,2008,WD,Normal,113000,0
424,60,0,80,9200,0,0,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,0,0,VinylSd,VinylSd,0,473,Gd,TA,0,Gd,TA,No,GLQ,986,Unf,0,484,1470,0,Gd,Y,1,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,3,696,TA,TA,Y,0,66,0,0,0,0,NA,NA,0,0,6,2008,WD,Normal,315000,0
425,20,0,72,9000,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,0,0,Wd Sdng,Wd Sdng,0,74,TA,TA,0,Gd,TA,No,LwQ,616,Unf,0,580,1196,0,Gd,Y,0,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,RFn,1,297,TA,TA,Y,0,44,0,0,0,0,NA,NA,0,0,5,2008,WD,Normal,139000,0
426,60,0,60,3378,0,1,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,0,0,HdBoard,HdBoard,0,0,TA,Gd,0,TA,TA,No,Unf,0,Unf,0,651,651,0,Gd,Y,1,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947,Unf,1,240,TA,TA,P,0,0,126,0,0,0,NA,NA,0,0,9,2009,WD,Normal,135000,0
427,80,0,NA,12800,0,0,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,0,0,Wd Sdng,Wd Sdng,0,145,Gd,TA,0,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,0,Gd,Y,1,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989,Fin,2,569,TA,TA,Y,80,0,0,0,396,0,NA,NA,0,0,8,2009,WD,Normal,275000,0
428,20,0,77,8593,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,Rec,288,Unf,0,619,907,0,Ex,Y,1,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1964,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,7,2008,WD,Normal,109008,0
429,20,0,64,6762,0,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,0,0,VinylSd,VinylSd,0,108,Gd,TA,0,Gd,TA,No,GLQ,664,Unf,0,544,1208,0,Ex,Y,1,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,2,628,TA,TA,Y,105,54,0,0,0,0,NA,NA,0,0,9,2007,New,Partial,195400,0
430,20,0,130,11457,0,0,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,0,0,HdBoard,HdBoard,0,0,TA,TA,0,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,0,TA,Y,1,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988,Unf,2,576,TA,TA,Y,0,0,169,0,0,0,NA,NA,0,0,3,2009,WD,Normal,175000,0
431,160,0,21,1680,0,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,0,0,HdBoard,HdBoard,0,232,TA,TA,0,TA,TA,No,ALQ,387,Unf,0,96,483,0,TA,Y,1,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,7,2008,COD,Abnorml,85400,0
432,50,0,60,5586,0,0,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,TA,No,Unf,0,Unf,0,901,901,0,Gd,Y,1,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,98,0,0,0,0,NA,MnPrv,0,0,9,2008,ConLD,Abnorml,79900,0
433,160,0,24,1920,0,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,0,0,HdBoard,HdBoard,0,376,TA,TA,0,TA,TA,No,ALQ,471,Unf,0,294,765,0,Ex,Y,1,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,NA,Detchd,1971,Unf,2,440,TA,TA,Y,240,36,0,0,0,0,NA,NA,0,0,8,2007,WD,Normal,122500,0
434,60,0,100,10839,0,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,926,926,0,Ex,Y,1,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,NA,NA,0,0,7,2008,WD,Normal,181000,0
435,180,0,21,1890,0,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,0,0,CemntBd,CmentBd,0,0,TA,Gd,0,Gd,TA,Av,ALQ,495,Unf,0,135,630,0,Gd,Y,1,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,88,0,0,0,0,0,NA,NA,0,0,6,2008,WD,Normal,81000,0
436,60,0,43,10667,0,0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,Av,GLQ,385,ALQ,344,70,799,0,Ex,Y,1,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996,RFn,2,550,TA,TA,Y,158,61,0,0,0,0,NA,NA,0,0,4,2009,ConLw,Normal,212000,0
437,50,0,40,4400,0,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,0,0,Stucco,Stucco,0,0,TA,TA,1,Fa,TA,No,Unf,0,Unf,0,648,648,0,TA,Y,0,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1990,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,10,2006,WD,Normal,116000,0
438,45,0,50,6000,0,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,0,0,Wd Sdng,Wd Sdng,0,0,Gd,TA,0,TA,TA,No,Unf,0,Unf,0,884,884,0,Gd,Y,1,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1926,Unf,1,180,TA,TA,Y,0,0,105,0,0,0,NA,NA,0,0,1,2009,WD,Normal,119000,0
439,30,0,40,4280,0,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,0,0,WdShing,Stucco,0,0,TA,TA,0,TA,TA,No,LwQ,365,Unf,0,75,440,0,TA,N,1,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990,Unf,1,352,Gd,TA,P,0,0,34,0,0,0,NA,MnPrv,0,0,3,2007,WD,Normal,90350,0
440,50,0,67,12354,0,1,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,1,TA,Fa,Mn,Unf,0,Unf,0,684,684,0,Gd,Y,1,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,2005,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,NA,GdPrv,0,800,8,2009,ConLI,Normal,110000,0
